item_index,name_string_id,description_string_id,name,description
1128,31128,41128,Stunning Bell Bottom Pants (Female),This amazing pair of pants was designed by Silly Produtions.
1129,31129,41129,Hip Hugging Jeans (Female),A great pair of pants to show off all your curves.
1130,31130,41130,Faded Beauty Jeans (Female),"These jeans will keep you instyle, like everything from Faded Beauty does."
1131,31131,41131,Traveling Pants (Female),A great pair of pants for anyone that does a lot of traveling.
1132,31132,41132,Grey Relaxed Pants (Female),Perfect for relaxing around your apartment.
1133,31133,41133,Slim Fit Jeans (Female),These jeans will certainly get people talking.
1134,31134,41134,White Washed Jeans (Female),From the Faded Beauty Special Collection comes these jeans. Guaranteed to make every look your way.
1135,31135,41135,Fitted Pants (Female),A pair of pants that fit perfectly to your body.
1136,31136,41136,Executive Trousers (Female),Grey pinstripe trousers with a boot leg.
1137,31137,41137,Faded Beauty Hip Huggers (Female),Another amazing design by Faded Beauty.
1138,31138,41138,Flare Jeans (Female),Casual jeans with flared legs.
1139,31139,41139,Santa Trousers (Female),I want my presents. NOW!
1140,31140,41140,GIS Trousers (Female),no description
1141,31141,41141,Exile Trousers (Female),"A replica of the trousers worn by the organization known as the Men in Black, produced by independent clothing manufacturers based on photos and videos of known members of the MIB."
1142,31142,41142,Black Shuck Trousers (Female),The lower half of the Black Shuck Halloween costume.
1143,31143,41143,Echion Trousers (Female),The lower half of the Echion Halloween costume.
1144,31144,41144,Dark Abyss Skirt (Female),A very stylish skirt worn by only the best and brightest.
1145,31145,41145,Nurse Skirt (Female),A skirt crafted for a Dominion approved nurse.
1146,31146,41146,Shadow's Trousers (Female),The pants of a shadow.
1147,31147,41147,Blue Businesswoman's Trousers (Female),The pants of a fine businesswoman.
1148,31148,41148,Blue Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
1149,31149,41149,Black Businesswoman's Trousers (Female),The pants of a fine businesswoman.
1150,31150,41150,Black Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
1151,31151,41151,,
1152,31152,41152,Canister (Anthracite),Coal very rich on Carbon.
1153,31153,41153,Canister (Bauxite),Main raw material for aluminium production.
1154,31154,41154,Canister (Beryllium),"Rare light metallic element, interesting for alloys with Copper."
1155,31155,41155,Canister (Caoutchouc),High polymer organic substance.
1156,31156,41156,Canister (Chemical Substances),Consists a veriety of raw materials for chemical production.
1157,31157,41157,Canister (Chrome),"Metallic chemical element, important for steel alloys."
1158,31158,41158,Canister (Coal),Stone including the important material Carbon.
1159,31159,41159,Canister (Cobalt),"Metallic chemical element, important for steel alloys."
1160,31160,41160,Canister (Copper),"Metallic chemical element, important for the production of conductors."
1161,31161,41161,Canister (Diamonds),"Toughest known mineral, used to concentrate light energy."
1162,31162,41162,Canister (Gold),Precious metallic for electronic conductors.
1163,31163,41163,Canister (Iridium),Precious metallic element of the platinum group.
1164,31164,41164,Canister (Iron),"Most important metallic element, main part in most metal alloys."
1165,31165,41165,Canister (Manganese),"Metallic chemical element, important for steel alloys."
1166,31166,41166,Canister (Crude Oil),Flammable liquid substance that is drilled from underground and refined.
1167,31167,41167,Canister (Nickel),"Metallic chemical element, important for steel alloys."
1168,31168,41168,Canister (Organic Material),"Living mass in organic cells, used for body treatment."
1169,31169,41169,Canister (Plasma),"Gas consisting of free electrons and ions. If compressed through magnetic forces, it is able to release high energies."
1170,31170,41170,Canister (Platinum),Precious metallic element for electronic conductors.
1171,31171,41171,Canister (Silicon),"Nonmetallic chemical element, most important for CPU production."
1172,31172,41172,Canister (Silver),Precious metallic for electronic conductors.
1173,31173,41173,Canister (Titanium),Light weighted rare metallic element used for titanium alloys.
1174,31174,41174,Canister (Vanadium),Rare metallic element used for production of strong steel.
1175,31175,41175,Canister (Water),"H2O, nothing more, nothing less."
1176,31176,41176,Canister (Tungsten),Hard metallic element with a high melting point and conductive properties that make it great for electronics.
1177,31177,41177,Canister (Uraninite),"Radioactive, uranium-rich ore used for the creation of enriched uranium and plutionium for nuclear fission."
1178,31178,41178,Canister (Lithium),Soft silver akali metal used in the creation of various batteries.
1179,31179,41179,,
1180,31180,41180,,
1181,31181,41181,,
1182,31182,41182,,
1183,31183,41183,,
1184,31184,41184,,
1185,31185,41185,,
1186,31186,41186,,
1187,31187,41187,,
1188,31188,41188,,
1189,31189,41189,,
1190,31190,41190,,
1191,31191,41191,,
1192,31192,41192,,
1193,31193,41193,,
1194,31194,41194,,
1195,31195,41195,Aluminium,Light-weighted metal gained from Bauxite.
1196,31196,41196,Titanium Alloy,High quality metal alloy with Titanium instead of Iron.
1197,31197,41197,Metal Alloy,Standard metal alloy used for the production of many items.
1198,31198,41198,Special Steel Alloy,Higher grade steel alloy improved with Vanadium and Cobalt.
1199,31199,41199,Chemicals,Chemical production materials for many purposes.
1200,31200,41200,Carbon,A basic production material.
1201,31201,41201,Rubber,"Elastic material, used for producing rubber bullets."
1202,31202,41202,Bioplasma,The plasma from organic material.
1203,31203,41203,Plastics,Plastics are one of the most often used production materials. They are cheap and easily transformable.
1204,31204,41204,Electronic Components,Standard electronic components for the production of tech-intensive goods.
1205,31205,41205,CPU,The main chip for computer controlled products.
1206,31206,41206,Glass,Translucent material used for producing magnifying lenses or syringes.
1207,31207,41207,Carbon Fiber,Stable light-weight material used for producing weapons or protection vests.
1208,31208,41208,Professional Electronics,"High quality electronic components including a CPU, used for computer controlled high-tech equipment like augmentations."
1209,31209,41209,High Performance Conductor,Material with excellent conducting attributes.
1210,31210,41210,Conductor,Metal that conducts electricity.
1211,31211,41211,Plastic Syntactic Foam,Syntactic Foams are materials of extreme stability at very light weight. This Plastics foam is an ultra light-weight material used for augmentation production.
1212,31212,41212,Titanium Syntactic Foam,Syntactic Foams are materials of extreme stability at very light weight. This Titanium foam is an ultra light-weight material used for weapon and augmentation production.
1213,31213,41213,Textiles,"Used for the production of clothes, protective armor and sterile bandages."
1214,31214,41214,Carcinus Forelimbs,The heavily carapaced forelimb of the Carcinus genus of xenomorphs from Necars Field. The claws on its forelimbs consist of a large amount of organic minerals which serve to maintain its impeccable sharpness.
1215,31215,41215,Carcinus Cranium,The heavyset head of the Carcinus genus of xenomorphs from Necars Field. The carbonite reinforced cranium of the Carcinus provides ample protection to its cerebral matter.
1216,31216,41216,Carcinus Dorsal Carapace,"The section of extremely thick chitinous carapace from the dorsal regions of the Carcinus genus of xenomorphs from Necars Field. This is where the carapace is the thickest for the Carcinus's body, as it is meant to protect the central nervous system located just beneath."
1217,31217,41217,Behemoth Forelimbs,"The muscular forelimb of the Behemoth genus of xenomorphs from Necars Field. Although the carapace encasing the muscle within is not particularly thick, the molecular structure of the minerals in the claws gives a strength that rivals that of diamonds. "
1218,31218,41218,Behemoth Cranium,The immense head of the Behemoth genus of xenomorphs from Necars Field. The size and shape of the cranial regions of the Behemoth's skull reflects the tremendous amount of brain matter enshrouded within.
1219,31219,41219,Behemoth Tail,The severed tail of a member of the Behemoth genus of xenomorphs from Necars Field. The tail contains significant muscle mass as it is used by the Behemoth to steady and balance itself whenever it walks.
1220,31220,41220,Sturdy Carapace,The forcefully removed carapace of a xenomorph. Still has some sinewy muscle fibre and fluid-secreting glands attached.
1221,31221,41221,Piercing Oculi,The eyes of a xenomorph. Their biological structure allow these xenomorphs to see just as well in complete darkness as in the day.
1222,31222,41222,Pulsating Cerebrum,Carefully extracted from the skull of a xenomorph. The brains of these creatures are much sought-after by scientists for studies into xenomorph intelligence.
1223,31223,41223,Serrated Claws,"The claw of a xenomorph. It is always carefully removed from the xenomorph carcass to prevent damage to the carapace, which is popular for refinement and production of local souvenirs."
1224,31224,41224,Mantis Cranium,"Severed head of the Mantis genus of xenomorphs. Although not particularly large to allow this xenomorph to be effectively flight-capable, it is a rich source of xenomorphic fluids as all of its endocrine glands are located here."
1225,31225,41225,Mantis Metathorax,"The middle portion of the thoracic region of the Mantis genus of xenomorphs. This part of the xenomorph is extremely muscular, allowing the mantis to thrust its caudal sting with devastating force."
1226,31226,41226,Mantis Mesothorax,"The rear-most portion of the thoracic region of the Mantis genus of xenomorphs. This part of the xenomorph has the caudal sting attached to it. Although it does not contain any venom, the sting is reinforced with enough precious minerals to allow it to resist damage."
1227,31227,41227,Sticky Xenomorphic Fluid,"The fluid extracted from various xenomorph parts, particularly those that contain fluid-producing glands."
1228,31228,41228,Solid Carbonite Shell,"Extracted from the outermost layer of a xenomorph's carapace, which is primarily made of carbonite which has proven to be very effective as a reinforcing agent."
1229,31229,41229,Xenomorph Proteins,Proteins extracted from the muscle tissues of xenomorphs.
1230,31230,41230,Ultra Resilient Mineral,"Extracted from the claws, spikes, and stings of the various xenomorphs, which are naturally coated with a thin layer of this mineral which gives it its incredible resilience and robustness."
1231,31231,41231,Deuterium Water,"The natural respiratory process of xenomorphs produces heavy water (water with deuterium in place of normal hydrogen molecules), which is then excreted through the intestinal tract."
1232,31232,41232,Xenomorph Hemolymph,"Hemolymph fills the internal cavities of the xenomorphs, acting as both blood and interstitial fluid. The hemolymph is pumped around the body both by the heart and the xenomorph's muscular movements."
1233,31233,41233,Bloody Xenomorph Slime,"As the mantis has a dual circulatory system that utilizes both hemolymph and blood, the two fluids often mix into a bloody mix of what appears to be slime mixed with significant traces of blood."
1234,31234,41234,Xenomorph Endocrine Glands,"The glands of xenomorphs are much sought after for the rare secretions produced that appear to have strong medicinal properties, according to preliminary studies made by biologists on Necars Field."
1235,31235,41235,Plutonium,A transuranic metal capable of being used to create nuclear fission reactions.
1236,31236,41236,Aluminium Alloy,A cheap alloy created using aluminium as a base.
1237,31237,41237,Ceramic,"An inorganic, nonmetallic solid prepared by the action of heat and subsequent cooling."
1238,31238,41238,Artificial Logic Device,An advanced board optimized and developed for the purpose of housing advanced intelligence to manage other systems.
1239,31239,41239,Battery Cell,A simple cell capable of holding a charge for an extended period of time.
1240,31240,41240,,
1241,31241,41241,,
1242,31242,41242,,
1243,31243,41243,,
1244,31244,41244,,
1245,31245,41245,,
1246,31246,41246,,
1247,31247,41247,,
1248,31248,41248,,
1249,31249,41249,,
1250,31250,41250,,
1251,31251,41251,,
1252,31252,41252,,
1253,31253,41253,,
1254,31254,41254,,
1255,31255,41255,,
1256,31256,41256,,
1257,31257,41257,,
1258,31258,41258,,
1259,31259,41259,,
1260,31260,41260,,
1261,31261,41261,,
1262,31262,41262,,
1263,31263,41263,,
1264,31264,41264,,
1265,31265,41265,,
1266,31266,41266,,
1267,31267,41267,,
1268,31268,41268,,
1269,31269,41269,,
1270,31270,41270,,
1271,31271,41271,,
1272,31272,41272,,
1273,31273,41273,,
1274,31274,41274,,
1275,31275,41275,,
1276,31276,41276,,
1277,31277,41277,,
1278,31278,41278,,
1279,31279,41279,,
1280,31280,41280,,
1281,31281,41281,Production Schematic,"This special item contains a schematic to produce another type of item. Each schematic is only capable of producing the number of items listed above, after which it will be destroyed."
1282,31282,41282,Production Mod,"Production mods can be used to enhance the production process in one of many different ways. It will have the listed effect on the process when used, and is consumed in the production."
1283,31283,41283,,
1284,31284,41284,,
1285,31285,41285,,
1286,31286,41286,,
1287,31287,41287,,
1288,31288,41288,,
1289,31289,41289,,
1290,31290,41290,,
1291,31291,41291,,
1292,31292,41292,,
1293,31293,41293,,
1294,31294,41294,,
1295,31295,41295,,
1296,31296,41296,,
1297,31297,41297,,
1298,31298,41298,,
1299,31299,41299,,
1300,31300,41300,,
1301,31301,41301,PNS Data Cube,A small cube that contains new reports. Use the item to read the information.
1302,31302,41302,Data Cube,A small cube that contains data. Use the item to read the information.
1303,31303,41303,,
1304,31304,41304,,
1305,31305,41305,,
1306,31306,41306,,
1307,31307,41307,,
1308,31308,41308,,
1309,31309,41309,,
1310,31310,41310,,
1311,31311,41311,,
1312,31312,41312,,
1313,31313,41313,,
1314,31314,41314,,
1315,31315,41315,,
1316,31316,41316,,
1317,31317,41317,,
1318,31318,41318,,
1319,31319,41319,,
1320,31320,41320,,
1321,31321,41321,,
1322,31322,41322,,
1323,31323,41323,,
1324,31324,41324,,
1325,31325,41325,,
1326,31326,41326,,
1327,31327,41327,,
1328,31328,41328,,
1329,31329,41329,,
1330,31330,41330,,
1331,31331,41331,,
1332,31332,41332,,
1333,31333,41333,,
1334,31334,41334,,
1335,31335,41335,,
1336,31336,41336,,
1337,31337,41337,,
1338,31338,41338,,
1339,31339,41339,,
1340,31340,41340,,
1341,31341,41341,,
1342,31342,41342,,
1343,31343,41343,,
1344,31344,41344,,
1345,31345,41345,,
1346,31346,41346,,
1347,31347,41347,,
1348,31348,41348,,
1349,31349,41349,,
1350,31350,41350,,
1351,31351,41351,,
1352,31352,41352,,
1353,31353,41353,,
1354,31354,41354,,
1355,31355,41355,,
1356,31356,41356,,
1357,31357,41357,,
1358,31358,41358,,
1359,31359,41359,,
1360,31360,41360,,
1361,31361,41361,,
1362,31362,41362,,
1363,31363,41363,,
1364,31364,41364,,
1365,31365,41365,,
1366,31366,41366,,
1367,31367,41367,,
1368,31368,41368,,
1369,31369,41369,,
1370,31370,41370,,
1371,31371,41371,,
1372,31372,41372,,
1373,31373,41373,,
1374,31374,41374,,
1375,31375,41375,,
1376,31376,41376,,
1377,31377,41377,,
1378,31378,41378,,
1379,31379,41379,,
1380,31380,41380,,
1381,31381,41381,,
1382,31382,41382,,
1383,31383,41383,,
1384,31384,41384,,
1385,31385,41385,,
1386,31386,41386,,
1387,31387,41387,,
1388,31388,41388,,
1389,31389,41389,,
1390,31390,41390,,
1391,31391,41391,,
1392,31392,41392,,
1393,31393,41393,,
1394,31394,41394,,
1395,31395,41395,,
1396,31396,41396,,
1397,31397,41397,,
1398,31398,41398,,
1399,31399,41399,,
1400,31400,41400,,
1401,31401,41401,,
1402,31402,41402,,
1403,31403,41403,,
1404,31404,41404,,
1405,31405,41405,,
1406,31406,41406,,
1407,31407,41407,,
1408,31408,41408,,
1409,31409,41409,,
1410,31410,41410,,
1411,31411,41411,,
1412,31412,41412,,
1413,31413,41413,,
1414,31414,41414,,
1415,31415,41415,,
1416,31416,41416,,
1417,31417,41417,,
1418,31418,41418,,
1419,31419,41419,,
1420,31420,41420,,
1421,31421,41421,,
1422,31422,41422,,
1423,31423,41423,,
1424,31424,41424,,
1425,31425,41425,,
1426,31426,41426,,
1427,31427,41427,,
1428,31428,41428,,
1429,31429,41429,,
1430,31430,41430,,
1431,31431,41431,,
1432,31432,41432,,
1433,31433,41433,,
1434,31434,41434,,
1435,31435,41435,,
1436,31436,41436,,
1437,31437,41437,,
1438,31438,41438,,
1439,31439,41439,,
1440,31440,41440,,
1441,31441,41441,,
1442,31442,41442,,
1443,31443,41443,,
1444,31444,41444,,
1445,31445,41445,,
1446,31446,41446,,
1447,31447,41447,,
1448,31448,41448,,
1449,31449,41449,,
1450,31450,41450,,
1451,31451,41451,,
1452,31452,41452,,
1453,31453,41453,,
1454,31454,41454,,
1455,31455,41455,,
1456,31456,41456,,
1457,31457,41457,,
1458,31458,41458,,
1459,31459,41459,,
1460,31460,41460,,
1461,31461,41461,,
1462,31462,41462,,
1463,31463,41463,,
1464,31464,41464,,
1465,31465,41465,,
1466,31466,41466,,
1467,31467,41467,,
1468,31468,41468,,
1469,31469,41469,,
1470,31470,41470,,
1471,31471,41471,,
1472,31472,41472,,
1473,31473,41473,,
1474,31474,41474,,
1475,31475,41475,,
1476,31476,41476,,
1477,31477,41477,,
1478,31478,41478,,
1479,31479,41479,,
1480,31480,41480,,
1481,31481,41481,,
1482,31482,41482,,
1483,31483,41483,,
1484,31484,41484,,
1485,31485,41485,,
1486,31486,41486,,
1487,31487,41487,,
1488,31488,41488,,
1489,31489,41489,,
1490,31490,41490,,
1491,31491,41491,,
1492,31492,41492,,
1493,31493,41493,,
1494,31494,41494,,
1495,31495,41495,,
1496,31496,41496,,
1497,31497,41497,,
1498,31498,41498,,
1499,31499,41499,,
1500,31500,41500,,
1501,31501,41501,,
1502,31502,41502,,
1503,31503,41503,,
1504,31504,41504,,
1505,31505,41505,,
1506,31506,41506,,
1507,31507,41507,,
1508,31508,41508,,
1509,31509,41509,,
1510,31510,41510,,
1511,31511,41511,,
1512,31512,41512,,
1513,31513,41513,,
1514,31514,41514,,
1515,31515,41515,,
1516,31516,41516,,
1517,31517,41517,,
1518,31518,41518,,
1519,31519,41519,,
1520,31520,41520,,
1521,31521,41521,,
1522,31522,41522,,
1523,31523,41523,,
1524,31524,41524,,
1525,31525,41525,,
1526,31526,41526,,
1527,31527,41527,,
1528,31528,41528,,
1529,31529,41529,,
1530,31530,41530,,
1531,31531,41531,,
1532,31532,41532,,
1533,31533,41533,,
1534,31534,41534,,
1535,31535,41535,,
1536,31536,41536,,
1537,31537,41537,,
1538,31538,41538,,
1539,31539,41539,,
1540,31540,41540,,
1541,31541,41541,,
1542,31542,41542,,
1543,31543,41543,,
1544,31544,41544,,
1545,31545,41545,,
1546,31546,41546,,
1547,31547,41547,,
1548,31548,41548,,
1549,31549,41549,,
1550,31550,41550,,
1551,31551,41551,,
1552,31552,41552,,
1553,31553,41553,,
1554,31554,41554,,
1555,31555,41555,,
1556,31556,41556,,
1557,31557,41557,,
1558,31558,41558,,
1559,31559,41559,,
1560,31560,41560,,
1561,31561,41561,,
1562,31562,41562,,
1563,31563,41563,,
1564,31564,41564,,
1565,31565,41565,,
1566,31566,41566,,
1567,31567,41567,,
1568,31568,41568,,
1569,31569,41569,,
1570,31570,41570,,
1571,31571,41571,,
1572,31572,41572,,
1573,31573,41573,,
1574,31574,41574,,
1575,31575,41575,,
1576,31576,41576,,
1577,31577,41577,,
1578,31578,41578,,
1579,31579,41579,,
1580,31580,41580,,
1581,31581,41581,,
1582,31582,41582,,
1583,31583,41583,,
1584,31584,41584,,
1585,31585,41585,,
1586,31586,41586,,
1587,31587,41587,,
1588,31588,41588,,
1589,31589,41589,,
1590,31590,41590,,
1591,31591,41591,,
1592,31592,41592,,
1593,31593,41593,,
1594,31594,41594,,
1595,31595,41595,,
1596,31596,41596,,
1597,31597,41597,,
1598,31598,41598,,
1599,31599,41599,,
1600,31600,41600,,
1601,31601,41601,Jack-o'-lantern Hat,"Fashioned from a very rare member of the Cucurbitaceae family, this hat will serve as a symbol of your determination and ability to get what you want. Not to mention it's pretty scary."
1602,31602,41602,Snowman Hat,Tis the season and nothing says Christmas like walking around with a stylish snowman head!
1603,31603,41603,Camouflage Hat,A woodland camoflage colored hat.
1604,31604,41604,Bunny Ears,A pair of fluffy toy bunny ears.
1605,31605,41605,Top Hat,This stylish hat has always been a sign of importance. Only the most refined individuals may wear it.
1606,31606,41606,Fedora,"A staple of 19th century American apparel, this hat has always been the symbol of strong men everwhere."
1607,31607,41607,Halo,"Symbolic of pure good, this ring demonstrates your capacity for peace and love."
1608,31608,41608,Horns,"Symbolic of pure evil, these horns demonstrate your capcity for death and destruction."
1609,31609,41609,Xabinius' Crown,"Granted only to the most extravagant citizens, this status symbol represents your right to rule your own world, and all who inhabit it."
1610,31610,41610,Field Cap,"A reward for backing our Kickstarter campaign, this hat will make your dedication to the game clear."
1611,31611,41611,,
1612,31612,41612,,
1613,31613,41613,,
1614,31614,41614,,
1615,31615,41615,,
1616,31616,41616,,
1617,31617,41617,,
1618,31618,41618,,
1619,31619,41619,,
1620,31620,41620,,
1621,31621,41621,,
1622,31622,41622,,
1623,31623,41623,,
1624,31624,41624,,
1625,31625,41625,,
1626,31626,41626,,
1627,31627,41627,,
1628,31628,41628,,
1629,31629,41629,,
1630,31630,41630,,
1631,31631,41631,,
1632,31632,41632,,
1633,31633,41633,,
1634,31634,41634,,
1635,31635,41635,,
1636,31636,41636,,
1637,31637,41637,,
1638,31638,41638,,
1639,31639,41639,,
1640,31640,41640,,
1641,31641,41641,,
1642,31642,41642,,
1643,31643,41643,,
1644,31644,41644,,
1645,31645,41645,,
1646,31646,41646,,
1647,31647,41647,,
1648,31648,41648,,
1649,31649,41649,,
1650,31650,41650,,
1651,31651,41651,,
1652,31652,41652,,
1653,31653,41653,,
1654,31654,41654,,
1655,31655,41655,,
1656,31656,41656,,
1657,31657,41657,,
1658,31658,41658,,
1659,31659,41659,,
1660,31660,41660,,
1661,31661,41661,,
1662,31662,41662,,
1663,31663,41663,,
1664,31664,41664,,
1665,31665,41665,,
1666,31666,41666,,
1667,31667,41667,,
1668,31668,41668,,
1669,31669,41669,,
1670,31670,41670,,
1671,31671,41671,,
1672,31672,41672,,
1673,31673,41673,,
1674,31674,41674,,
1675,31675,41675,,
1676,31676,41676,,
1677,31677,41677,,
1678,31678,41678,,
1679,31679,41679,,
1680,31680,41680,,
1681,31681,41681,,
1682,31682,41682,,
1683,31683,41683,,
1684,31684,41684,,
1685,31685,41685,,
1686,31686,41686,,
1687,31687,41687,,
1688,31688,41688,,
1689,31689,41689,,
1690,31690,41690,,
1691,31691,41691,,
1692,31692,41692,,
1693,31693,41693,,
1694,31694,41694,,
1695,31695,41695,,
1696,31696,41696,,
1697,31697,41697,,
1698,31698,41698,,
1699,31699,41699,,
1700,31700,41700,,
1701,31701,41701,,
1702,31702,41702,,
1703,31703,41703,,
1704,31704,41704,,
1705,31705,41705,,
1706,31706,41706,,
1707,31707,41707,,
1708,31708,41708,,
1709,31709,41709,,
1710,31710,41710,,
1711,31711,41711,,
1712,31712,41712,,
1713,31713,41713,,
1714,31714,41714,,
1715,31715,41715,,
1716,31716,41716,,
1717,31717,41717,,
1718,31718,41718,,
1719,31719,41719,,
1720,31720,41720,,
1721,31721,41721,,
1722,31722,41722,,
1723,31723,41723,,
1724,31724,41724,,
1725,31725,41725,,
1726,31726,41726,,
1727,31727,41727,,
1728,31728,41728,,
1729,31729,41729,,
1730,31730,41730,,
1731,31731,41731,,
1732,31732,41732,,
1733,31733,41733,,
1734,31734,41734,,
1735,31735,41735,,
1736,31736,41736,,
1737,31737,41737,,
1738,31738,41738,,
1739,31739,41739,,
1740,31740,41740,,
1741,31741,41741,,
1742,31742,41742,,
1743,31743,41743,,
1744,31744,41744,,
1745,31745,41745,,
1746,31746,41746,,
1747,31747,41747,,
1748,31748,41748,,
1749,31749,41749,,
1750,31750,41750,,
1751,31751,41751,,
1752,31752,41752,,
1753,31753,41753,,
1754,31754,41754,,
1755,31755,41755,,
1756,31756,41756,,
1757,31757,41757,,
1758,31758,41758,,
1759,31759,41759,,
1760,31760,41760,,
1761,31761,41761,,
1762,31762,41762,,
1763,31763,41763,,
1764,31764,41764,,
1765,31765,41765,,
1766,31766,41766,,
1767,31767,41767,,
1768,31768,41768,,
1769,31769,41769,,
1770,31770,41770,,
1771,31771,41771,,
1772,31772,41772,,
1773,31773,41773,,
1774,31774,41774,,
1775,31775,41775,,
1776,31776,41776,,
1777,31777,41777,,
1778,31778,41778,,
1779,31779,41779,,
1780,31780,41780,,
1781,31781,41781,,
1782,31782,41782,,
1783,31783,41783,,
1784,31784,41784,,
1785,31785,41785,,
1786,31786,41786,,
1787,31787,41787,,
1788,31788,41788,,
1789,31789,41789,,
1790,31790,41790,,
1791,31791,41791,,
1792,31792,41792,,
1793,31793,41793,,
1794,31794,41794,,
1795,31795,41795,,
1796,31796,41796,,
1797,31797,41797,,
1798,31798,41798,,
1799,31799,41799,,
1800,31800,41800,,
1801,31801,41801,Character Designer,"Using Dolly Incorporated's latest technology, this interface will cause the nanomachines inside your body to instantly recontruct it in the new template, as decided by you on usage of this interface. As an additional service, the company provides you a full set of new fashion including clothing, shoes and glasses for free. Please note that the interface only has one use and will be destroyed upon use."
1802,31802,41802,Name Change Contract,Using this device you may legally change your name.
1803,31803,41803,Faction Ownership Contract,"Described in this document is the master control override for one of the ten original super-factions. A testiment to the power and might of these organizations, this contract ensures their right to live on, through your work. This burden should not be taken lightly, as it is the legacy by which these factions lived that allowed the Dominion to fall and new hope to shine again."
1804,31804,41804,Faction Name Change Contract,"Using this device, you may legally change the name of your faction."
1805,31805,41805,Elementum,"The rarest mineral known to mankind. When used, it will give your Dolly Inc account access to premium cloning techniques which will allow you to do things that were otherwise impossible."
1806,31806,41806,Dice,A pair of plastic dice.
1807,31807,41807,Skill Timer,"Acessing long-hidden segments of the human brain, this special item will allow you an edge in skill training."
1808,31808,41808,Skill Respec,"Through the manipulation of the knowledge you've already gained, you will be able to unlearn everything, and in its place, immediately relearn anything of your choice at the cost of 10% of your knowledge."
1809,31809,41809,Coin Voucher,"By using this voucher, you will have the specified coin amount added to your character, for use on both the marketplace at http://www.faceofmankind.com/marketplace/store, and through in-game purchases."
1810,31810,41810,Skill Book,"After reading this book, you will gain additional knowledge necessary to advance your skills."
1811,31811,41811,,
1812,31812,41812,,
1813,31813,41813,,
1814,31814,41814,,
1815,31815,41815,,
1816,31816,41816,,
1817,31817,41817,,
1818,31818,41818,,
1819,31819,41819,,
1820,31820,41820,,
1821,31821,41821,Brown Businessman's Jacket (Male),A very fine blue suit jacket.
1822,31822,41822,Grey Businessman's Jacket (Male),A very fine blue suit jacket.
1823,31823,41823,Pink Businessman's Jacket (Male),A very fine blue suit jacket.
1824,31824,41824,White Businessman's Jacket (Male),A very fine blue suit jacket.
1825,31825,41825,Peace T-Shirt (Male),A shirt created to embody the strength and courage of all those brave men and women who chose peace over violence.
1826,31826,41826,Street Gang Jacket (Male),These jackets are worn by those who seek to intimidate their enemies.
1827,31827,41827,Investigators Trenchcoat (Male),Looking dark and mysterious is a useful tool to gain information through intimidation.
1828,31828,41828,American Enterprises Trench (Male),The uniform of a mysterious and powerful corporation.
1829,31829,41829,Horse Comic's T-Shirt (Male),"Dedicated to Laser Doge, this shirt is meant to represent what a strong-willed and creative person can accomplish."
1830,31830,41830,Robe of Multi-Religions (Male),"Bearing a universal symbol of hope and strength, this robe will send a firm message to all around you, of the will that burns within you."
1831,31831,41831,Club Trench (Male),The trenchcoat of a common club visitor.
1832,31832,41832,Lab Coat (Male),"The coat of a respected scientist, dedicated to the advancement of the human race."
1833,31833,41833,Backer T-Shirt (Male),"A reward for backing our Kickstarter campaign, this shirt will make your dedication to the game clear."
1834,31834,41834,,
1835,31835,41835,,
1836,31836,41836,,
1837,31837,41837,,
1838,31838,41838,,
1839,31839,41839,,
1840,31840,41840,,
1841,31841,41841,,
1842,31842,41842,,
1843,31843,41843,,
1844,31844,41844,,
1845,31845,41845,,
1846,31846,41846,,
1847,31847,41847,,
1848,31848,41848,,
1849,31849,41849,,
1850,31850,41850,,
1851,31851,41851,,
1852,31852,41852,,
1853,31853,41853,,
1854,31854,41854,,
1855,31855,41855,,
1856,31856,41856,,
1857,31857,41857,,
1858,31858,41858,,
1859,31859,41859,,
1860,31860,41860,,
1861,31861,41861,,
1862,31862,41862,,
1863,31863,41863,,
1864,31864,41864,,
1865,31865,41865,,
1866,31866,41866,,
1867,31867,41867,,
1868,31868,41868,,
1869,31869,41869,,
1870,31870,41870,,
1871,31871,41871,,
1872,31872,41872,,
1873,31873,41873,,
1874,31874,41874,,
1875,31875,41875,,
1876,31876,41876,,
1877,31877,41877,,
1878,31878,41878,,
1879,31879,41879,,
1880,31880,41880,,
1881,31881,41881,,
1882,31882,41882,,
1883,31883,41883,,
1884,31884,41884,,
1885,31885,41885,,
1886,31886,41886,,
1887,31887,41887,,
1888,31888,41888,,
1889,31889,41889,,
1890,31890,41890,,
1891,31891,41891,,
1892,31892,41892,,
1893,31893,41893,,
1894,31894,41894,,
1895,31895,41895,,
1896,31896,41896,,
1897,31897,41897,,
1898,31898,41898,,
1899,31899,41899,,
1900,31900,41900,,
1901,31901,41901,,
1902,31902,41902,,
1903,31903,41903,,
1904,31904,41904,,
1905,31905,41905,,
1906,31906,41906,,
1907,31907,41907,,
1908,31908,41908,,
1909,31909,41909,,
1910,31910,41910,,
1911,31911,41911,,
1912,31912,41912,,
1913,31913,41913,,
1914,31914,41914,,
1915,31915,41915,,
1916,31916,41916,,
1917,31917,41917,,
1918,31918,41918,,
1919,31919,41919,,
1920,31920,41920,,
1921,31921,41921,,
1922,31922,41922,,
